,album_name,artist_name,source_countries
2573,Pinkerton,Weezer,"Australia, Brazil, Canada, Europe, India, Indonesia, Italy, Japan, Malaysia, Mexico, Philippines, South Korea, Thailand, UK, US"
2574,Placebo,Placebo,UK
2575,Planet Her,Doja Cat,"Australia, Canada, Europe, US"
2576,Planet Waves,Bob Dylan,"Angola, Argentina, Australia, Brazil, Canada, France, Germany, Greece, India, Israel, Italy, Japan, Lebanon, Mexico, Mozambique, Netherlands, New Zealand, Philippines, Portugal, Rhodesia, South Africa, South Korea, Spain, Taiwan, Turkey, UK, US, Uruguay, Venezuela, Yugoslavia"
2577,Planetary Clairvoyance,Tomb Mold,"US, US, Canada"
2578,Plans,Death Cab for Cutie,"Argentina, Australia, Canada, Colombia, Europe, Indonesia, Japan, US, US, Canada, Europe"
2579,Plastic Anniversary,Matmos,"Japan, US"
2580,Plastic Beach,Gorillaz,"Argentina, Australia, Brazil, Canada, China, Europe, France, Hong Kong, Indonesia, Ireland, Japan, Malaysia, Mexico, Netherlands, Russia, South Korea, Taiwan, UK, US, Ukraine"
2581,Plastic Hearts,Miley Cyrus,"Argentina, Australia, Canada, Colombia, Europe, Japan, Mexico, Taiwan, US, Worldwide"
2582,Plastic Letters,Blondie,Japan
2583,Plastic Surgery Disasters,Dead Kennedys,"Australia, New Zealand, Belgium, Canada, Europe, Finland, Italy, New Zealand, Portugal, Spain, UK, US"
2584,Platform,Holly Herndon,"Europe, Japan, US"
2585,Play,Moby,"Argentina, Australasia, Australia, Belgium, Benelux, Brazil, Canada, China, Colombia, Europe, France, France, Benelux, Indonesia, Israel, Japan, Malaysia, Mexico, Poland, Russia, Scandinavia, Singapore, South Korea, Spain, Taiwan, UK, US, United Arab Emirates"
2586,Playing With Fire,Spacemen 3,"France, Germany, Greece, Scandinavia, UK, US"
2587,Playing the Angel,Depeche Mode,"Argentina, Australasia, Belarus, Brazil, Bulgaria, Canada, Chile, China, Colombia, Denmark, Europe, Greece, Indonesia, Israel, Japan, Malaysia, Mexico, Philippines, Romania, Russia, South Africa, South Korea, Taiwan, Thailand, Turkey, UK, US, Ukraine"
2588,Plays the Music of Twin Peaks,Xiu Xiu,"Europe, Japan, Russia, Taiwan, US"
2589,Please,Pet Shop Boys,"Argentina, Australasia, Australia, Australia, New Zealand, Brazil, Canada, Egypt, Europe, France, German Democratic Republic (GDR), Germany, Greece, India, Indonesia, Ireland, Israel, Italy, Japan, Malaysia, Mexico, Netherlands, New Zealand, Peru, Philippines, Portugal, Saudi Arabia, Singapore, Malaysia, Hong Kong, South Africa, Spain, Taiwan, Thailand, UK, US, US, Canada, Uruguay, Venezuela, Yugoslavia"
2590,Please Excuse Me for Being Antisocial,Roddy Ricch,"Europe, UK, Europe, US"
2591,Please Please Me,The Beatles,"Australia, Bolivia, Canada, Costa Rica, Denmark, Greece, India, Ireland, Italy, Netherlands, New Zealand, Nigeria, Norway, Peru, Portugal, Rhodesia, South Africa, Sweden, UK, US, Uruguay"
2592,Pleased to Meet Me,The Replacements,"Brazil, Canada, Europe, France, Italy, New Zealand, Spain, UK, Europe, US"
2593,Pleasure to Kill,Kreator,"Canada, Europe, France, Germany, US"
2594,Plowing Into the Field of Love,Iceage,"Denmark, Europe, Taiwan, UK, US"
2595,Plunge,Fever Ray,"Europe, US"
2596,Plux Quba,Nuno Canavarro,US
2597,Pocket Symphony,AIR,"France, US"
2598,Pod,The Breeders,"Austria, Benelux, Canada, France, Germany, Italy, Spain, UK, US"
2599,Point,Cornelius,"Japan, UK, US"
2600,Point of Departure,Andrew Hill,US
2601,Point of Entry,Judas Priest,"Australia, Brazil, Canada, Colombia, Europe, Greece, Hong Kong, Hungary, Ireland, Israel, Italy, Japan, Mexico, Netherlands, New Zealand, Portugal, Singapore, Malaysia, South Africa, Spain, UK, US"
2602,Pom Pom,Ariel Pink,"Europe, Japan, UK, UK, US, US"
2603,Pony,Orville Peck,"Canada, Europe, US"
2604,Pool,Skee Mask,Germany
2605,Pop,GAS,Germany
2606,Pop,U2,"Argentina, Australasia, Australia, Brazil, Bulgaria, Canada, Chile, China, Costa Rica, Europe, Germany, Gulf Cooperation Council, Hungary, India, Indonesia, Israel, Italy, Japan, Lithuania, Malaysia, Mexico, Philippines, Poland, Russia, Singapore, South Africa, South Korea, Taiwan, Thailand, Tunisia, Turkey, UK, US, Ukraine"
2607,Pop Food,Jack Stauber,"US, Worldwide"
2608,Pop Tatari,Boredoms,"Japan, US"
2609,Porcupine,Echo & The Bunnymen,"Australia, Brazil, Canada, Europe, France, Germany, Greece, Ireland, Italy, Japan, New Zealand, Portugal, Saudi Arabia, Scandinavia, South Africa, Taiwan, UK, UK, Europe, US, Zimbabwe"
2610,Porgy and Bess,Miles Davis,"Australia, Canada, France, Japan, Netherlands, Sweden, UK, UK, Europe, US"
2611,Pork Soda,Primus,"Australia, Brazil, Canada, Europe, Germany, India, Japan, Malaysia, Turkey, US"
2612,Pornography,The Cure,"Australia, Australia, New Zealand, Canada, France, Germany, Greece, Ireland, Italy, Netherlands, New Zealand, Scandinavia, Spain, UK, US"
2613,Port of Morrow,The Shins,"Australia, Canada, Europe, Japan, Malaysia, Taiwan, US, US, Canada"
2614,Portal of I,Ne Obliviscaris,Australia
2615,Portishead,Portishead,"Argentina, Australasia, Bulgaria, Canada, Chile, Europe, France, Germany, India, Indonesia, Israel, Japan, Malaysia, Mexico, Poland, Russia, South Africa, South Korea, Thailand, Turkey, UK, UK, Europe, US, Ukraine"
2616,Portrait of an American Family,Marilyn Manson,"Argentina, Australia, Bulgaria, Canada, Chile, China, Europe, Russia, South Korea, US, US, Canada"
2617,Positions,Ariana Grande,"Argentina, Australasia, Brazil, Europe, Japan, Mexico, Romania, Taiwan, UK, US"
2618,Post,Björk,"Argentina, Australasia, Brazil, Canada, Chile, China, Europe, France, Germany, Hungary, Indonesia, Israel, Japan, Lithuania, Malaysia, Mexico, Netherlands, Philippines, Poland, Russia, Saudi Arabia, Singapore, South Africa, South Korea, Taiwan, Thailand, Turkey, UK, US, Ukraine"
2619,Post Pop Depression,Iggy Pop,"Argentina, Australia, Brazil, Europe, Japan, Russia, Taiwan, Thailand, UK, US, US, Canada"
2620,Post-Nothing,Japandroids,"Canada, US"
2621,Power Windows,Rush,"Australasia, Brazil, Canada, Chile, Ecuador, France, Germany, Ireland, Italy, Japan, Mexico, Netherlands, Peru, Portugal, South Korea, Spain, Turkey, UK, US, Venezuela"
2622,"Power, Corruption & Lies",New Order,"Australia, Canada, France, Germany, Ireland, Italy, Netherlands, New Zealand, Scandinavia, Spain, Sweden, UK, US"
2623,Powerage,AC/DC,"Australia, Belgium, Brazil, Canada, Europe, France, Germany, Ireland, Italy, Japan, Netherlands, New Zealand, Scandinavia, South Africa, Spain, Sweden, Taiwan, UK, US, Venezuela, Zambia"
2624,Powerslave,Iron Maiden,"Argentina, Australasia, Australia, Barbados, Brazil, Canada, Chile, Colombia, Egypt, Europe, France, Germany, Greece, Guatemala, Indonesia, Ireland, Israel, Italy, Japan, Malaysia, Mexico, Netherlands, New Zealand, Philippines, Portugal, Singapore, Malaysia, Hong Kong, South Africa, South Korea, Spain, Taiwan, Turkey, UK, US, Uruguay, Venezuela, Yugoslavia"
2625,Pray for Haiti,Mach-Hommy,"UK, US"
2626,Pray for the Wicked,Panic! at the Disco,"Australia, Brazil, Canada, Europe, Japan, Mexico, New Zealand, Russia, UK, UK, Europe, US, US"
2627,Prayers on Fire,The Birthday Party,"Australia, Germany, Italy, Netherlands, New Zealand, UK, US"
2628,Preoccupations,Preoccupations,"Canada, US"
2629,Presence,Led Zeppelin,"Argentina, Australia, Brazil, Canada, Chile, Colombia, Ecuador, France, Germany, Greece, Israel, Italy, Jamaica, Malaysia, Netherlands, New Zealand, Peru, Philippines, Rhodesia, South Korea, Spain, Taiwan, Turkey, UK, US, Uruguay, Venezuela, Yugoslavia"
2630,Presenting The Fabulous Ronettes Featuring Veronica,The Ronettes,"Australia, Canada, New Zealand, UK, US"
2631,Press Color,Lizzy Mercier Descloux,"Brazil, Colombia, France, Germany, Italy, Japan, UK, US"
2632,Presto,Rush,"Argentina, Australia, Brazil, Canada, Chile, Europe, Indonesia, Japan, Mexico, UK, Europe, US, Uruguay, Venezuela"
2633,Pretty Girls Like Trap Music,2 Chainz,"Europe, Netherlands, US"
2634,Pretty Hate Machine,Nine Inch Nails,"Canada, Europe, France, Germany, Austria, Switzerland, Thailand, UK, US"
2635,Pretty. Odd.,Panic at the Disco,"Argentina, Australia, New Zealand, Brazil, Canada, Chile, Europe, Indonesia, Japan, Malaysia, Mexico, Russia, Singapore, South Africa, US, Ukraine"
2636,Pretzel Logic,Steely Dan,"Australia, Brazil, Canada, France, Germany, Italy, Japan, Mexico, Netherlands, New Zealand, Rhodesia, South Africa, Spain, Taiwan, UK, US"
2637,Primary Colours,The Horrors,"Australia, New Zealand, Brazil, Europe, France, Japan, Russia, Taiwan, UK, UK, Europe, US"
2638,Prince,Prince,"Argentina, Australia, Barbados, Canada, Europe, France, Greece, Italy, Japan, Netherlands, Nigeria, South Africa, Taiwan, UK, US, Venezuela, Zambia"
2639,Private Reasons,Bruno Pernadas,Portugal
2640,Process,Sampha,US
2641,Procol Harum,Procol Harum,"Australia, Canada, Germany, Israel, Netherlands, New Zealand, Philippines, Singapore, South Africa, UK, US"
2642,Program Music I,Kashiwa Daisuke,Japan
2643,Promise,Sade,"Australia, Brazil, Canada, Costa Rica, Europe, Greece, Hong Kong, India, Indonesia, Ireland, Israel, Italy, Japan, Netherlands, New Zealand, Nigeria, Philippines, Poland, Portugal, Saudi Arabia, South Africa, South Korea, Spain, Taiwan, Thailand, Turkey, UK, US"
2644,Propaganda,Sparks,"Australia, Canada, France, Germany, Italy, Japan, Netherlands, New Zealand, Norway, Scandinavia, South Africa, UK, US, Yugoslavia"
2645,Protection,Massive Attack,"Australia, Canada, Europe, Italy, Japan, Netherlands, Poland, Russia, South Africa, Thailand, Turkey, UK, UK, Europe, US, United Arab Emirates"
2646,Prowler in the Yard,Pig Destroyer,"Japan, US"
2647,Psychic Chasms,Neon Indian,"UK, US"
2648,Psychic...Powerless...Another Man's Sac,Butthole Surfers,US
2649,Psychocandy,The Jesus and Mary Chain,"Argentina, Australia, Canada, Europe, Greece, Ireland, Italy, Japan, New Zealand, Portugal, Spain, UK, UK, Europe, US"
2650,Psychopomp,Japanese Breakfast,"UK, US"
2651,Psyence Fiction,UNKLE,"Australasia, Benelux, Bulgaria, Canada, Europe, France, Germany, Japan, Mexico, Poland, Thailand, UK, UK, Europe, US"
2652,"Ptah, the El Daoud",Alice Coltrane,"Canada, US"
2653,Puberty 2,Mitski,"Japan, US"
2654,Public Strain,Women,"Canada, US"
2655,Pulse Demon,Merzbow,US
2656,Pump,Aerosmith,"Argentina, Australia, Brazil, Canada, Chile, Colombia, Europe, France, Germany, Greece, Guatemala, Hungary, Indonesia, Italy, Japan, Malaysia, Mexico, Philippines, Poland, Singapore, South Africa, South Korea, Turkey, UK, UK, Europe, US, US, Canada, Uruguay, Venezuela, Yugoslavia, Zimbabwe"
2657,Punisher,Phoebe Bridgers,"Europe, Japan, UK, UK, US, US"
2658,Punishment for Decadence,Coroner,"Canada, France, Germany, UK, US"
2659,Punk in Drublic,NOFX,"Australia, Indonesia, Malaysia, Poland, US"
2660,Pure Comedy,Father John Misty,"Europe, Japan, UK, UK, Europe, US"
2661,Pure Guava,Ween,"Australia, Canada, US, US, Canada"
2662,Pure Heroine,Lorde,"Argentina, Australasia, Brazil, Canada, Colombia, Europe, Germany, Indonesia, Mexico, New Zealand, Poland, Russia, South Africa, South East Asia, South Korea, Taiwan, UK, US"
2663,Pure Holocaust,Immortal,"France, Worldwide"
2664,Puritanical Euphoric Misanthropia,Dimmu Borgir,"Bulgaria, Europe, Germany, Japan, Malaysia, Poland, Romania, Russia, South Korea, US, Ukraine"
2665,Purple,Baroness,"Australia, New Zealand, Europe, France, UK, US, UK, Europe, US, US"
2666,Purple,Stone Temple Pilots,"Argentina, Australia, Bolivia, Brazil, Canada, Chile, Europe, Germany, Guatemala, India, Indonesia, Japan, Malaysia, Paraguay, Peru, Poland, Romania, Singapore, South Africa, Thailand, Turkey, UK, US, Venezuela"
2667,Purple Moonlight Pages,R.A.P. Ferreira,US
2668,Purple Mountains,Purple Mountains,"UK, US, US, Canada"
2669,Purple Rain,Prince and The Revolution,"Argentina, Australia, Australia, New Zealand, Brazil, Canada, Colombia, Ecuador, Europe, France, Germany, Greece, Guatemala, Honduras, Indonesia, Ireland, Israel, Italy, Jamaica, Japan, Malaysia, Mexico, Netherlands, New Zealand, Nigeria, Panama, Peru, Philippines, Portugal, Saudi Arabia, Scandinavia, Singapore, South Africa, South Korea, Spain, Taiwan, Thailand, UK, UK, Europe, UK, Europe, US, US, Uruguay, Venezuela, Zimbabwe"
2670,Purpose,Justin Bieber,"Argentina, Australasia, Australia, Brazil, Canada, Chile, China, Colombia, Europe, Hong Kong, India, Indonesia, Japan, Mexico, New Zealand, Poland, Romania, Russia, South Africa, Turkey, US, US, Canada, United Arab Emirates"
2671,Push the Button,The Chemical Brothers,"China, Europe, Italy, Mexico, Romania, UK, UK, Europe, US"
2672,Push the Sky Away,Nick Cave & The Bad Seeds,Europe
2673,Pussy Whipped,Bikini Kill,"UK, US"
2674,Put Your Back n 2 It,Perfume Genius,"Australia, Japan, Taiwan, UK, US"
2675,Pygmalion,Slowdive,"Europe, Indonesia, Japan, UK"
2676,Pyromania,Def Leppard,"Australasia, Australia, Brazil, Canada, Colombia, Ecuador, Europe, France, Germany, Greece, Indonesia, Israel, Italy, Japan, Mexico, Netherlands, Peru, Philippines, Portugal, Scandinavia, Singapore, Malaysia, Hong Kong, South Africa, South Korea, Spain, Thailand, UK, US, Uruguay, Venezuela, Zimbabwe"
2677,Q: Are We Not Men? A: We Are Devo!,Devo,"Australia, Australia, New Zealand, Benelux, Canada, Colombia, France, Germany, Greece, Italy, Japan, Netherlands, New Zealand, Philippines, UK, US"
2678,Quadrophenia,The Who,"Argentina, Australia, Austria, Canada, France, Germany, Italy, Japan, Netherlands, New Zealand, Portugal, South Africa, Taiwan, UK, US, Venezuela, Yugoslavia"
2679,Quarantine,Laurel Halo,"Japan, UK"
2680,Quaristice,Autechre,"Japan, Russia, UK, US"
2681,Quebec,Ween,"Canada, Europe, Japan, UK, UK, Europe, US"
2682,Queen,Queen,"Australia, Canada, Denmark, France, Germany, Guatemala, Mexico, Netherlands, New Zealand, Panama, South Africa, Spain, Sweden, Taiwan, UK, US"
2683,Queen II,Queen,"Argentina, Australia, Brazil, Canada, Denmark, France, Germany, Greece, Guatemala, Italy, Japan, Mexico, Netherlands, New Zealand, Portugal, South Africa, Spain, Sweden, Taiwan, UK, US, Uruguay"
2684,Queens of the Stone Age,Queens of the Stone Age,"Australia, Europe, Poland, US"
2685,Quiet Signs,Jessica Pratt,"Europe, US"
2686,Quique,Seefeel,UK
2687,R Plus Seven,Oneohtrix Point Never,"Japan, UK"
2688,R.A.P. Music,Killer Mike,US
2689,R.I.P,Actress,"UK, US"
2690,RELAXER,alt-J,"Australia, Canada, Europe, Japan, North America (inc Mexico), Russia, Thailand, UK, US"
2691,Radiator,Super Furry Animals,"Australia, Europe, Japan, UK"
2692,Radio Amor,Tim Hecker,Germany
2693,Radio City,Big Star,US
2694,Radio Ethiopia,Patti Smith Group,"Australia, Brazil, Canada, France, Germany, Greece, Netherlands, New Zealand, Portugal, Spain, Sweden, UK, US"
2695,Radio-Aktivität,Kraftwerk,"Germany, US"
2696,Raditude,Weezer,"Argentina, Australasia, Brazil, Canada, Europe, France, Germany, Indonesia, Japan, Malaysia, New Zealand, Russia, South Korea, Thailand, UK, US"
2697,Rage Against the Machine,Rage Against the Machine,US
2698,Rain Dogs,Tom Waits,"Australia, Canada, Europe, France, Germany, Greece, Indonesia, Ireland, Israel, Italy, New Zealand, Portugal, Scandinavia, Spain, Turkey, UK, UK, Europe, US, United Arab Emirates"
2699,Rain Temple,2814,UK
2700,Ralf & Florian,Kraftwerk,"Canada, Germany"
2701,Ram It Down,Judas Priest,"Australia, Brazil, Canada, Central America, Chile, Costa Rica, Europe, Greece, India, Indonesia, Japan, Netherlands, Peru, South Africa, South Korea, Spain, Thailand, UK, UK, Europe, US, US, Canada, Yugoslavia"
2702,Rammstein,Rammstein,Germany
2703,Ramones,Ramones,"Canada, France, Japan, Netherlands, Taiwan, UK, US"
2704,Random Access Memories,Daft Punk,"Argentina, Australia, Brazil, Canada, Colombia, Europe, France, Germany, Indonesia, Malaysia, Mexico, Russia, South Africa, South Korea, Taiwan, UK, UK, Europe, UK, Europe, US, US, Ukraine"
2705,Rated R,Queens of the Stone Age,Europe
2706,Rather Ripped,Sonic Youth,"Argentina, Australia, Brazil, Canada, Europe, Indonesia, Japan, Malaysia, Mexico, Russia, UK, UK, Europe, US, Ukraine"
2707,Rattle and Hum,U2,"Argentina, Australia, Australia, New Zealand, Belgium, Brazil, Canada, Chile, Colombia, Costa Rica, Europe, France, Germany, Greece, Hong Kong, India, Indonesia, Ireland, Israel, Italy, Japan, Malaysia, Mexico, New Zealand, Philippines, Portugal, Saudi Arabia, Scandinavia, Singapore, South Korea, Spain, Taiwan, Turkey, UK, UK, Europe, US, US, Canada, United Arab Emirates, Uruguay, Venezuela, Yugoslavia"
2708,Rausch,GAS,"Germany, Japan"
2709,Rave Tapes,Mogwai,"Australia, Europe, Indonesia, Japan, Mexico, UK, UK, Europe, US"
2710,"Ravedeath, 1972",Tim Hecker,"UK, Europe, US"
2711,Ray of Light,Madonna,"Argentina, Australia, Brazil, Bulgaria, Canada, Chile, China, Colombia, Egypt, Europe, Germany, Hong Kong, India, Indonesia, Israel, Japan, Lithuania, Malaysia, Mexico, New Zealand, Philippines, Poland, Russia, Singapore, South Africa, South Korea, Taiwan, Thailand, Turkey, UK, UK, Europe, UK, Europe, US, US, Ukraine, Venezuela"
2712,Reachin' (A New Refutation of Time and Space),Digable Planets,"Brazil, Canada, Europe, Indonesia, Israel, Japan, Malaysia, UK, UK, Europe, US"
2713,"Reading, Writing and Arithmetic",The Sundays,"Australia, Australia, New Zealand, Brazil, Canada, Europe, France, Germany, Italy, Japan, Poland, Spain, UK, UK, Ireland, US"
2714,Real Gone,Tom Waits,"Australia, Europe, Hong Kong, Japan, Netherlands, Russia, US"
2715,Real Life,Magazine,"Australia, France, Germany, Japan, Netherlands, New Zealand, Portugal, UK, US"
2716,Reality,David Bowie,"Argentina, Asia, Australia, Australia, New Zealand, Brazil, Canada, Chile, China, Europe, Indonesia, Japan, Mexico, Poland, Russia, Singapore, South Africa, South Korea, Taiwan, Thailand, Turkey, US"
2717,Realm of Chaos,Bolt Thrower,UK
2718,Reanimation,Linkin Park,"Argentina, Australia, Brazil, Bulgaria, Canada, Europe, Germany, Hong Kong, India, Indonesia, Japan, Malaysia, Mexico, Poland, Romania, Russia, Singapore, South Africa, South Korea, Taiwan, Thailand, Turkey, UK, US, Ukraine"
2719,Reasonable Doubt,Jay-Z,"Australia, Europe, Poland, Russia, Thailand, UK, UK, Europe, US"
2720,Reckoning,R.E.M.,"Australia, Bolivia, Canada, Europe, Greece, Hong Kong, Israel, Japan, Netherlands, New Zealand, Philippines, Spain, UK, UK, Ireland, US"
2721,Recovery,Eminem,"Argentina, Australasia, Belarus, Brazil, Canada, Europe, Greece, India, Indonesia, Japan, Malaysia, Mexico, New Zealand, Poland, Russia, Singapore, South Africa, South Korea, Taiwan, UK, US"
2722,Red,King Crimson,"Australia, Canada, France, Germany, Italy, Japan, Netherlands, New Zealand, South Africa, Spain, Sweden, UK, US, Uruguay, Venezuela"
2723,Red,Taylor Swift,"Argentina, Australasia, Brazil, Canada, China, Colombia, Europe, Hong Kong, India, Indonesia, Japan, Malaysia, Mexico, New Zealand, Philippines, Poland, South Africa, South East Asia, South Korea, Taiwan, Thailand, Turkey, UK, UK, Europe, UK, Europe, US, US, US, Canada"
2724,Red (Taylor's Version),Taylor Swift,"Argentina, Australia, Brazil, Europe, Japan, Mexico, UK, US, US, US, Canada, Europe, Worldwide"
